song_name;song_popularity;song_duration_ms;acousticness;danceability;energy;key;liveness;audio_mode;speechiness;tempo;time_signature;audio_valence
The Boys Are Back in Town;74;266720;0.23399999999999999;0.445;0.706;8;0.205;1;0.0461;8.082.300.000.000.000;4;0.768
Walk This Way;71;220400;0.0114;0.653;0.73;5;0.0754;1;0.043;108.705;4;0.894
Maggie May - Remastered Version;53;345680;0.7170000000000001;0.62;0.5589999999999999;2;0.133;1;0.0369;129.401;4;0.527
The Joker;75;264503;0.39399999999999996;0.424;0.446;5;0.16;1;0.0525;165.158;4;0.794
We Will Rock You - Remastered;71;122066;0.688;0.6920000000000001;0.488;11;0.4;0;0.10400000000000001;81.4;4;0.51
Walk On the Wild Side;74;254173;0.6829999999999999;0.575;0.318;0;0.0934;1;0.109;104.522;4;0.385
Brown Sugar;69;228666;0.215;0.6409999999999999;0.927;0;0.045;1;0.0351;128.606;4;0.966
American Woman - Remastered;65;307493;0.146;0.55;0.726;2;0.428;1;0.0516;92.697;4;0.37
(Don't Fear) The Reaper;76;308120;0.0029;0.33299999999999996;0.927;9;0.297;0;0.0733;141.47;4;0.382
Heart of Gold;60;187013;0.212;0.542;0.444;4;0.102;0;0.0295;17.171.900.000.000.000;4;0.8270000000000001
Running On Empty;68;298093;0.006;0.531;0.948;9;0.6940000000000001;1;0.0568;136.891;4;0.498
Sultans Of Swing;68;350400;0.0632;0.73;0.868;5;0.318;1;0.0288;148.217;4;0.9229999999999999
Rocket Man (I Think It's Going To Be A Long; Long Time);80;281613;0.386;0.602;1,44E+11;10;-9.031;1;0.0285;136.637;4
Dreams - 2004 Remastered Edition;80;257800;0.0644;0.828;0.49200000000000005;0;0.128;1;0.0276;12.015.100.000.000.000;4;0.789
We Are The Champions - Remastered 2011;67;179200;0.389;0.467;0.486;10;0.121;1;0.0274;95.205;3;0.184
You Ain't Seen Nothing Yet;53;232466;0.000199;0.479;0.512;11;0.12300000000000001;0;0.0382;11.895.299.999.999.900;4;0.795
Another Brick in the Wall; Pt. 1;63;192145;0.937;0.617;0.6409999999999999;0;-26.401;1;0.0344;99.48;4
Roundabout - Remastered Version;64;510573;0.0682;0.41;0.7609999999999999;4;0.0758;0;0.0687;132.889;4;0.391
Ramblin' Man;70;288160;0.488;0.309;0.831;1;0.28600000000000003;1;0.036000000000000004;181.145;4;0.934
Fire And Rain;72;200579;0.499;0.611;0.35;5;0.0844;1;0.0356;76.064;4;0.36
My Sweet Lord;78;281226;0.0794;0.5379999999999999;0.7040000000000001;1;0.0867;0;0.0332;120.963;4;0.583
Baba O'Riley;75;300000;0.287;0.494;0.722;5;0.28300000000000003;1;0.0347;11.731.200.000.000.000;4;0.156
Heart Of Glass - Special Mix;68;275733;0.015;0.6940000000000001;0.5770000000000001;4;0.0853;1;0.0308;114.478;4;0.845
My Sharona;74;295400;0.0589;0.586;0.7;0;0.0318;1;0.0363;147.245;4;0.897
Bennie And The Jets - Remastered 2014;73;322548;0.23800000000000002;0.6679999999999999;0.6779999999999999;0;0.527;1;0.0496;132.584;4;0.778
Baby Hold On;57;210826;0.154;0.642;0.6409999999999999;2;0.0475;1;0.049;120.316;4;0.85
Tangled up in Blue;63;341626;0.414;0.42100000000000004;0.6609999999999999;9;0.0962;1;0.0433;100.965;4;0.5539999999999999
Runnin' With The Devil - 2015 Remastered Version;69;214960;0.14800000000000002;0.47200000000000003;0.9;8;0.34;0;0.0582;9.582.600.000.000.000;4;0.42
2112: Overture / The Temples Of Syrinx / Discovery / Presentation / Oracle / Soliloquy / Grand Finale - Medley;53;1233666;0.0787;0.345;0.795;2;0.18;1;0.10800000000000001;134.141;4;0.18899999999999997
All the Young Dudes;65;211066;0.20800000000000002;0.429;0.6679999999999999;4;0.5379999999999999;0;0.044000000000000004;77.737;4;0.39799999999999996
All Right Now;52;334000;0.00966;0.7859999999999999;0.48100000000000004;2;0.0954;1;0.114;119.854;4;0.785
Backstreets;54;390146;0.201;0.225;0.889;7;0.379;1;0.0337;96.02;4;0.599
Barracuda;72;261933;0.015;0.547;0.691;4;0.14400000000000002;0;0.0369;137.148;4;0.667
Ballroom Blitz;59;246573;0.0821;0.644;0.799;4;0.055;0;0.0598;108.382;4;0.889
Black Betty;68;237893;0.018000000000000002;0.465;0.865;11;0.0769;0;0.098;11.752.799.999.999.900;4;0.677
Beast Of Burden - Remastered;73;265173;0.387;0.787;0.877;1;0.0387;0;0.032;100.61;4;0.8370000000000001
Band On The Run - Remastered 2010;70;313026;0.0832;0.479;0.601;7;0.11;1;0.0318;12.496.600.000.000.000;4;0.669
Breakdown;66;163893;0.39799999999999996;0.625;0.35;9;0.12300000000000001;0;0.0436;11.368.799.999.999.900;4;0.69
Carry on Wayward Son;75;323000;0.00316;0.483;0.7859999999999999;7;0.446;1;0.0319;12.674.799.999.999.900;4;0.7929999999999999
Cat Scratch Fever;63;219400;0.0049;0.5489999999999999;0.9159999999999999;4;0.10400000000000001;0;0.034;127.131;4;0.632
Bridge Over Troubled Water;69;293120;0.8220000000000001;0.149;0.20600000000000002;3;0.115;1;0.0323;79.764;4;0.264
Caravan;58;300800;0.294;0.6409999999999999;0.397;7;0.0496;1;0.0454;81.962;4;0.57
Can't Get Enough - Remastered Version;55;254400;0.132;0.662;0.763;0;0.067;1;0.0397;126.333;4;0.6990000000000001
Cheap Sunglasses;56;288400;0.14800000000000002;0.617;0.461;5;0.12;0;0.0434;93.853;4;0.828
China Grove;67;195306;0.319;0.623;0.91;9;0.081;1;0.0384;145.624;4;0.745
Foreplay / Long Time;64;467640;0.00975;0.436;0.657;5;0.0931;1;0.0541;118.693;4;0.21
Come Sail Away;59;365000;0.16;0.287;0.562;0;0.10300000000000001;1;0.0304;147.622;4;0.126
Give A Little Bit;72;248173;0.0694;0.531;0.818;2;0.263;1;0.0452;9.076.700.000.000.000;4;0.47100000000000003
Doctor My Eyes;64;199906;0.266;0.48;0.626;5;0.0857;1;0.0294;75.63;4;0.542
Feel Like Makin' Love - 2015 Remastered Version;66;313840;0.326;0.5429999999999999;0.529;7;0.7090000000000001;1;0.0301;85.126;4;0.746
Do You Feel Like We Do;48;836666;0.0439;0.295;0.568;0;0.977;1;0.0284;9.828.399.999.999.990;4;0.384
L.A. Woman;66;471160;0.0817;0.354;0.731;2;0.115;1;0.0381;170.64;4;0.698
The Lamb Lies Down On Broadway (Platinum Collection Version);39;289373;0.45299999999999996;0.377;0.778;4;0.5710000000000001;1;0.0827;117.238;4;0.218
Knockin' On Heaven's Door - Remastered;72;149880;0.251;0.513;0.396;7;0.11;1;0.0299;140.208;4;0.22899999999999998
Deacon Blues;58;456640;0.48100000000000004;0.7509999999999999;0.5720000000000001;0;0.105;1;0.0388;115.839;4;0.58
Life In The Fast Lane - Remastered;72;286219;0.0966;0.667;0.755;9;0.0523;1;0.069;109.535;4;0.883
Life's Been Good;69;536226;0.25;0.505;0.47600000000000003;2;0.113;1;0.0711;99.31;4;0.542
Locomotive Breath;60;266013;0.41200000000000003;0.693;0.528;11;0.0563;0;0.0855;124.573;4;0.33899999999999997
Like A Hurricane;47;501213;0.0129;0.423;0.8340000000000001;9;0.16399999999999998;0;0.037000000000000005;113.876;4;0.606
Livin' Thing;68;212306;0.583;0.5489999999999999;0.6509999999999999;0;0.121;1;0.0323;122.818;4;0.368
Paradise By the Dashboard Light;65;508333;0.214;0.326;0.872;2;0.461;1;0.122;17.338.099.999.999.900;4;0.49200000000000005
Paradise City;73;406306;0.0214;0.27399999999999997;0.9490000000000001;11;0.218;1;0.0896;100.346;4;0.49700000000000005
Panama - 2015 Remastered Version;73;210226;0.00124;0.527;0.978;8;0.0744;1;0.109;14.116.899.999.999.900;4;0.46299999999999997
Rock You Like A Hurricane;66;252493;0.00853;0.48200000000000004;0.601;7;0.249;1;0.0486;125.619;4;0.774
Dr. Feelgood;68;291306;0.000886;0.535;0.9670000000000001;2;0.233;1;0.068;110.97;4;0.34700000000000003
Pour Some Sugar On Me - Remastered 2017;75;267306;0.0021100000000000003;0.267;0.953;1;0.28300000000000003;0;0.096;8.498.899.999.999.990;4;0.568
Still of the Night - 2017 Remastered Version;60;399693;0.0058200000000000005;0.40299999999999997;0.88;0;0.319;1;0.0532;10.045.700.000.000.000;4;0.235
Crazy Train - Remastered;75;296200;0.361;0.45299999999999996;0.9059999999999999;9;0.26;1;0.115;137.575;4;0.473
You Give Love A Bad Name;26;223733;0.0771;0.5589999999999999;0.825;0;0.363;0;0.0401;122.821;4;0.805
Seventeen;59;245266;0.000895;0.5770000000000001;0.6759999999999999;8;0.0625;1;0.0295;95.98;4;0.6759999999999999
Nobody's Fool;16;287400;0.0478;0.36700000000000005;0.445;9;0.19899999999999998;0;0.0286;67.197;4;0.149
Rainbow in the Dark;61;256933;0.000692;0.512;0.9470000000000001;9;0.0283;0;0.0401;117.461;4;0.612
Lay It Down;58;205560;0.00040199999999999996;0.442;0.759;10;0.174;1;0.0354;19.811.700.000.000.000;4;0.27899999999999997
Bad Medicine;67;316706;0.048;0.555;0.973;9;0.0853;1;0.035;11.864.200.000.000.000;4;0.805
Metal Health (Bang Your Head);63;316866;0.0434;0.494;0.9329999999999999;2;0.228;1;0.0808;12.120.100.000.000.000;4;0.507
The Final Countdown;74;310333;0.0628;0.536;0.8440000000000001;6;0.0608;0;0.057999999999999996;117.652;4;0.185
Home Sweet Home;66;240933;0.0999;0.40299999999999997;0.777;5;0.124;1;0.0354;76.329;4;0.149
No One Like You;60;237466;0.0203;0.505;0.631;9;0.141;0;0.038;118.178;4;0.835
Close My Eyes Forever;60;283133;0.31;0.47600000000000003;0.331;5;0.172;1;0.0305;13.057.399.999.999.900;4;0.24
Welcome To The Jungle;75;273600;0.0326;0.445;0.955;8;0.317;1;0.0856;12.334.299.999.999.900;4;0.336
Every Rose Has Its Thorn - Remastered 2003;71;260173;0.16;0.5329999999999999;0.637;6;0.369;1;0.0323;140.167;4;0.292
Is This Love - 2017 Remastered Version;61;284600;0.109;0.33299999999999996;0.79;0;0.115;1;0.0386;180.356;4;0.534
Lick It Up;62;236640;0.187;0.6859999999999999;0.7809999999999999;2;0.332;1;0.0523;120.191;4;0.64
Once Bitten Twice Shy;61;322933;0.027999999999999997;0.723;0.541;0;0.133;1;0.0303;131.675;4;0.607
Wanted Dead Or Alive;67;308666;0.13699999999999998;0.257;0.8029999999999999;7;0.297;1;0.0411;15.081.799.999.999.900;4;0.294
Don't Know What You Got (Till It's Gone);59;354640;0.22899999999999998;0.36;0.527;9;0.0536;1;0.0289;132.639;4;0.247
You're In Love;55;194106;0.0038399999999999997;0.5670000000000001;0.867;7;0.11199999999999999;1;0.0484;14.600.799.999.999.900;4;0.535
Girls; Girls; Girls;69;270426;0.0296;0.9309999999999999;7,10E+10;0.392;-4.647;1;0.0734;140.123
Here I Go Again 87 - 2007 Remastered Version;15;270160;0.207;0.39;0.898;7;0.217;1;0.045;9.070.299.999.999.990;4;0.204
Livin' On A Prayer;63;250626;0.0665;0.52;0.887;0;0.18600000000000003;1;0.0349;12.252.799.999.999.900;4;0.7929999999999999
Sweet Child O' Mine;77;356400;0.141;0.449;0.9009999999999999;6;0.128;1;0.0526;125.148;4;0.696
Cum on Feel the Noize;68;287400;0.000183;0.441;0.9079999999999999;11;0.0612;0;0.115;145.439;4;0.632
Jump;19;239560;0.0745;0.547;0.8220000000000001;0;0.0645;1;0.0292;130.138;4;0.774
Rock the Night;7;247493;0.036000000000000004;0.562;0.965;4;0.326;0;0.0613;105.305;4;0.39
Talk Dirty To Me - 2006 - Remaster;59;224960;0.008879999999999999;0.49;0.951;11;0.376;1;0.0966;158.075;4;0.628
Working for the Weekend;15;220706;0.027000000000000003;0.526;0.924;7;0.598;1;0.0391;147.28;4;0.7929999999999999
Holy Diver;61;353786;0.0642;0.47600000000000003;0.9009999999999999;8;0.0557;1;0.0975;91.955;4;0.109
Kickstart My Heart;57;284026;0.0011099999999999999;0.474;0.977;7;0.201;0;0.17600000000000002;89.494;4;0.23600000000000002
Round and Round;56;266626;0.0135;0.616;0.965;11;0.11900000000000001;1;0.0613;126.535;4;0.405
We're Not Gonna Take It;60;219666;0.0127;0.502;0.924;4;0.162;1;0.0503;149.186;4;0.922
Cherry Pie;68;201026;0.0372;0.47200000000000003;0.946;2;0.35200000000000004;1;0.145;177.489;4;0.486
Summertime Girls - Studio Version;51;209066;0.0025;0.423;0.696;4;0.221;1;0.0335;129.02;4;0.7859999999999999
18 And Life;60;231280;0.000384;0.457;0.794;1;0.131;0;0.0298;90.439;4;0.354
Heaven's On Fire;66;201400;0.00536;0.679;0.8590000000000001;0;0.327;1;0.0665;124.324;4;0.792
Dude (Looks Like A Lady);69;265773;0.41700000000000004;0.537;0.978;4;0.0374;0;0.0442;12.634.299.999.999.900;4;0.9309999999999999
Gypsy Road;54;235733;0.009609999999999999;0.523;0.88;9;0.32899999999999996;1;0.0402;13.242.600.000.000.000;4;0.5529999999999999
Alone Again;60;262200;0.0194;0.298;0.612;3;0.0906;0;0.0379;156.727;4;0.34299999999999997
Poison;60;269600;0.0515;0.3;0.894;2;0.125;0;0.109;118.631;4;0.268
Addicted To That Rush;4;284973;0.0537;0.46;0.9740000000000001;2;0.32899999999999996;1;0.156;112.684;4;0.444
Inside Out;47;228533;0.013000000000000001;0.426;0.961;8;0.0621;1;0.07;17.141.099.999.999.900;4;0.616
I Wanna Be Somebody;5;223533;0.00081;0.29600000000000004;0.83;1;0.263;0;0.0505;16.412.400.000.000.000;4;0.478
Wait;51;295426;0.00122;0.204;0.794;2;0.14800000000000002;1;0.0618;149.346;4;0.205
Over The Mountain;3;271400;4.95e-05;0.46299999999999997;0.9259999999999999;5;0.0868;0;0.12;131.129;4;0.501
Wild Frontier - Remastered 2002;48;255720;0.00434;0.479;0.8220000000000001;4;0.0843;0;0.0444;130.035;4;0.562
Armed And Ready - 2008 Remastered Version;4;248333;0.0038799999999999998;0.33;0.963;9;0.0793;1;0.106;171.59;4;0.7340000000000001
I Surrender;59;241893;0.159;0.498;0.858;7;0.262;0;0.0661;132.718;4;0.778
Edge Of A Broken Heart;54;265333;0.0113;0.619;0.7509999999999999;7;0.12300000000000001;0;0.0417;126.079;4;0.532
I Don't Believe In Love - Remastered 2003;53;263560;0.0373;0.562;0.991;7;0.425;1;0.0745;11.800.399.999.999.900;4;0.266
I Hate Myself for Loving You;66;246800;0.0846;0.611;0.883;9;0.192;1;0.0539;117.928;4;0.604
Eye of the Tiger;77;245620;0.132;0.8170000000000001;0.599;0;0.0873;0;0.0328;10.887.299.999.999.900;4;0.5479999999999999
Kiss Me Deadly;55;241800;0.008190000000000001;0.46799999999999997;0.743;0;0.369;1;0.0326;15.610.299.999.999.900;4;0.648
I Remember You;67;313693;0.00642;0.345;0.531;0;0.14;1;0.0305;17.630.200.000.000.000;4;0.49
Wild Side;61;281960;0.00742;0.596;0.8959999999999999;0;0.37200000000000005;1;0.0382;11.509.200.000.000.000;4;0.456
Heaven;64;236843;0.115;0.462;0.488;6;0.128;1;0.0287;145.789;4;0.33
Fallen Angel - Remastered;57;238200;0.00864;0.509;0.935;6;0.255;1;0.0493;148.062;4;0.501
Shout At The Devil;63;195853;0.02;0.489;0.953;0;0.113;1;0.0858;94.443;4;0.447
Runaway;67;230666;0.0048200000000000005;0.47600000000000003;0.897;9;0.152;0;0.0627;152.497;4;0.667
Shake Me;54;222466;0.00465;0.5670000000000001;0.889;9;0.26899999999999996;1;0.0304;132.726;4;0.555
Modern Day Cowboy;60;318226;0.0158;0.44;0.772;9;0.08199999999999999;1;0.0335;112.839;4;0.321
Why Can't This Be Love;62;227693;0.0606;0.531;0.626;0;0.0767;1;0.0452;88.236;4;0.746
Up All Night;51;226026;0.000373;0.516;0.733;7;0.258;0;0.0326;98.006;4;0.552
High Enough;59;287320;0.0241;0.273;0.537;2;0.0922;1;0.0306;81.814;4;0.23199999999999998
Rock And Roll All Nite;31;168733;0.046;0.6559999999999999;0.9309999999999999;1;0.0543;1;0.0976;144.747;4;0.909
Living After Midnight;64;210133;0.0136;0.61;0.8240000000000001;4;0.0606;1;0.0534;13.499.200.000.000.000;4;0.8190000000000001
Wild Child;59;312400;0.0608;0.37200000000000005;0.857;5;0.187;0;0.0461;146.08;4;0.389
Unskinny Bop - 2006 - Remaster;61;228066;0.0657;0.574;0.93;1;0.10800000000000001;1;0.0413;92.303;4;0.69
Bark at the Moon;65;257120;0.00253;0.303;0.961;9;0.132;0;0.243;146.591;4;0.305
In My Dreams (Re-Recorded / Remastered);51;273013;4.91e-05;0.542;0.8390000000000001;3;0.0471;0;0.0487;12.102.600.000.000.000;4;0.611
Sister Christian;57;302933;0.159;0.447;0.348;5;0.0835;1;0.039;177.356;4;0.22699999999999998
Love Song;45;321266;0.36;0.341;0.406;2;0.126;1;0.0359;79.995;4;0.33
Ain't Talkin' 'Bout Love - 2015 Remastered Version;65;227800;0.021;0.518;0.938;8;0.28800000000000003;0;0.0416;139.138;4;0.71
Ace of Spades;74;165906;0.00242;0.317;0.981;6;0.0852;1;0.174;140.079;4;0.23399999999999999
Don't Close Your Eyes;49;257053;0.0795;0.537;0.382;7;0.114;0;0.0245;148.061;4;0.33799999999999997
Detroit Rock City;22;215899;0.0442;0.546;0.91;5;0.263;1;0.061;90.58;4;0.45799999999999996
Hot For Teacher - 2015 Remastered Version;66;282746;0.0006519999999999999;0.551;0.9470000000000001;2;0.0637;1;0.152;12.765.700.000.000.000;4;0.466
Don't Treat Me Bad;54;235360;0.000303;0.616;0.807;8;0.193;1;0.0348;111.054;4;0.637
Don't Stop Believin';79;250986;0.127;0.5;0.748;4;0.447;1;0.0363;118.852;4;0.514
House Of Pain;54;346626;0.0766;0.519;0.61;0;0.248;1;0.036000000000000004;121.324;4;0.23199999999999998
Sharp Dressed Man - 2008 Remastered Version;72;258026;0.000359;0.601;0.8590000000000001;5;0.0871;1;0.0276;125.145;4;0.446
Paranoid - Remastered Version;69;168405;4.52e-05;0.415;0.6579999999999999;4;0.17600000000000002;0;0.0696;163.015;4;0.45
You Shook Me All Night Long;77;210173;0.0028699999999999997;0.532;0.767;7;0.39;1;0.0574;127.361;4;0.755
I Was Made For Lovin' You;36;271240;0.213;0.768;0.852;4;0.0723;1;0.038;128.374;4;0.867
Breaking The Chains;57;231693;0.00914;0.526;0.9;4;0.27699999999999997;0;0.0531;12.534.899.999.999.900;4;0.45799999999999996
Uncle Tom's Cabin;52;241506;0.18600000000000003;0.633;0.732;8;0.13;1;0.0707;12.656.700.000.000.000;4;0.273
Mama; I'm Coming Home;68;251866;0.0105;0.282;0.0;8;-6.557;1;0.0302;139.352;4
Runnin' With The Devil - 2015 Remastered Version;69;214960;0.14800000000000002;0.47200000000000003;0.9;8;0.34;0;0.0582;9.582.600.000.000.000;4;0.42
Just Like Paradise;54;243280;0.0219;0.611;0.853;2;0.6709999999999999;1;0.034;135.558;4;0.376
Since You Been Gone;65;197866;0.551;0.716;0.821;7;0.618;1;0.0389;12.073.700.000.000.000;4;0.9309999999999999
Cryin';48;211906;0.146;0.657;0.5670000000000001;9;0.0554;1;0.0261;109.007;4;0.563
Barracuda;72;261933;0.015;0.547;0.691;4;0.14400000000000002;0;0.0369;137.148;4;0.667
Wind Of Change;37;313226;0.297;0.45299999999999996;0.5429999999999999;0;0.0928;1;0.0366;151.362;4;0.282
Every Breath You Take;45;253733;0.413;0.828;0.447;1;0.07400000000000001;1;0.0349;117.391;4;0.6759999999999999
All Out of Love;66;241373;0.077;0.502;0.513;0;0.494;1;0.0251;10.837.100.000.000.000;4;0.318
Hard To Say I'm Sorry - 2007 Remastered Version;65;221413;0.662;0.561;0.42;4;0.18600000000000003;1;0.0272;72.319;4;0.27
Woman - 2010 - Remaster;69;212933;0.37799999999999995;0.588;0.6559999999999999;3;0.042;1;0.0224;7.970.100.000.000.000;4;0.746
Foolish Beat;61;262413;0.267;0.542;0.44;10;0.147;0;0.0257;78.325;4;0.341
Have I Told You Lately;67;260386;0.278;0.344;0.47700000000000004;4;0.136;1;0.0338;143.78;4;0.182
Can't Fight This Feeling;73;294773;0.155;0.408;0.48;9;0.0877;1;0.0266;156.344;4;0.19
Every Woman In The World - Digitally Remastered 1999;49;207760;0.207;0.465;0.552;9;0.182;1;0.0295;79.035;4;0.331
Tonight I Celebrate My Love;65;211400;0.8740000000000001;0.47;0.228;3;0.133;1;0.0316;116.947;4;0.14
Endless Love - Endless Love/Soundtrack Version;48;266266;0.64;0.207;0.358;10;0.166;1;0.0289;62.33;3;0.209
When I See You Smile;67;257440;0.42;0.495;0.609;7;0.187;1;0.0339;135.671;4;0.33
Drive - Remastered;65;234332;0.115;0.261;0.703;6;0.102;1;0.0414;83.495;4;0.405
We've Got Tonight;62;234560;0.767;0.5429999999999999;0.22699999999999998;8;0.10300000000000001;1;0.0298;12.354.799.999.999.900;4;0.292
Lover's Moon;58;251400;0.7709999999999999;0.62;0.18600000000000003;7;0.0738;1;0.0276;137.715;4;0.44
I'll Be Loving You (Forever);64;263933;0.282;0.598;0.282;11;0.105;1;0.0256;13.470.600.000.000.000;4;0.305
Arthur's Theme (Best That You Can Do) - Remastered Version;69;234493;0.16899999999999998;0.526;0.515;9;0.18100000000000002;1;0.0389;136.543;4;0.518
Nothing's Gonna Change My Love For You;64;242678;0.764;0.5529999999999999;0.614;1;0.0811;1;0.0306;136.628;4;0.345
Open Arms;69;202173;0.584;0.405;0.21;2;0.139;1;0.0279;10.057.700.000.000.000;3;0.174
The One That You Love;62;259000;0.728;0.396;0.479;5;0.102;1;0.0268;109.973;4;0.184
True;74;328293;0.506;0.7440000000000001;0.545;0;0.0649;1;0.0297;9.740.899.999.999.990;4;0.34600000000000003
The Flame;64;338800;0.513;0.629;0.581;4;0.0755;1;0.027000000000000003;97.074;4;0.359
Nothing's Gonna Stop Us Now;75;270333;0.0298;0.643;0.8009999999999999;6;0.0719;1;0.0228;95.988;4;0.534
Say You; Say Me;32;241066;0.355;0.636;0.0;8;-11.113;1;0.0287;12.806.799.999.999.900;4
Straight From The Heart;55;211933;0.0814;0.578;0.213;0;0.11599999999999999;1;0.0277;8.477.799.999.999.990;4;0.317
Take On Me;85;225280;0.018000000000000002;0.573;0.902;6;0.0928;0;0.054000000000000006;84.412;4;0.8759999999999999
Waiting For A Girl Like You;69;292066;0.31;0.33;0.469;10;0.0402;0;0.0335;201.327;4;0.433
Careless Whisper;13;300093;0.14400000000000002;0.575;0.634;2;0.314;0;0.0348;153.217;4;0.79
Woman in Love;67;231840;0.248;0.469;0.278;3;0.133;0;0.027999999999999997;169.735;4;0.331
Do You Remember? - 2016 Remastered;60;275986;0.114;0.677;0.509;5;0.0659;1;0.0252;93.042;4;0.525
Listen To Your Heart;73;328093;0.10800000000000001;0.539;0.583;1;0.111;0;0.0275;8.606.299.999.999.990;4;0.337
Heaven;14;243666;0.0596;0.34;0.41200000000000003;9;0.11699999999999999;0;0.0268;69.857;4;0.402
Glory Of Love;72;258120;0.0778;0.518;0.585;5;0.31;1;0.0279;144.998;4;0.312
"Take My Breath Away - Love Theme from ""Top Gun""";72;255733;0.0613;0.49700000000000005;0.7190000000000001;6;0.41100000000000003;1;0.0266;9.576.899.999.999.990;4;0.547
It Might Be You (Theme From Tootsie);58;256226;0.29600000000000004;0.44299999999999995;0.282;7;0.308;1;0.0299;17.971.400.000.000.000;4;0.262
The Lady In Red;62;256487;0.32799999999999996;0.59;0.306;10;0.0377;1;0.0325;77.069;4;0.493
Time After Time;74;243066;0.5760000000000001;0.7240000000000001;0.436;0;0.0908;1;0.0282;130.439;4;0.324
Against All Odds (Take A Look At Me Now) - 2016 Remastered;72;206360;0.198;0.58;0.498;1;0.132;1;0.0277;116.271;4;0.111
Every Time You Go Away;60;324346;0.16899999999999998;0.608;0.604;5;0.106;1;0.0433;16.425.400.000.000.000;4;0.6729999999999999
I Want To Know What Love Is - Remastered;76;304786;0.193;0.47700000000000004;0.47100000000000003;6;0.131;1;0.0277;81.204;4;0.423
Faithfully;70;267080;0.0979;0.20199999999999999;0.644;11;0.109;1;0.0324;85.04;5;0.252
Total Eclipse of the Heart;56;418000;0.348;0.439;0.512;8;0.154;1;0.0515;131.386;4;0.19699999999999998
With Or Without You - Remastered;35;295520;0.000185;0.5379999999999999;0.43200000000000005;2;0.139;1;0.0295;110.181;4;0.11599999999999999
Alone;73;218733;0.638;0.418;0.452;1;0.0959;1;0.0356;175.088;4;0.168
You're The Inspiration - 2006 Remastered Version;72;229240;0.368;0.583;0.602;11;0.22;1;0.0274;74.008;4;0.38799999999999996
Right Here Waiting;74;264333;0.8;0.395;0.252;0;0.10099999999999999;1;0.0301;177.679;4;0.126
If You Don't Know Me By Now - 2008 Remastered Version;70;204000;0.49200000000000005;0.638;0.35200000000000004;10;0.105;1;0.0268;9.417.299.999.999.990;3;0.204
Baby Can I Hold You;70;193120;0.0811;0.6920000000000001;0.42200000000000004;2;0.0848;1;0.0333;74.375;4;0.46799999999999997
Eternal Flame;63;235666;0.64;0.521;0.233;7;0.245;1;0.0254;7.892.699.999.999.990;3;0.409
(I Just) Died In Your Arms;69;280400;0.0158;0.625;0.726;11;0.0625;0;0.0444;124.945;4;0.507
How Am I Supposed to Live Without You;70;255666;0.191;0.541;0.44;10;0.114;1;0.031;140.273;4;0.23199999999999998
Welcome To The Jungle;75;273600;0.0326;0.445;0.955;8;0.317;1;0.0856;12.334.299.999.999.900;4;0.336
You Shook Me All Night Long;77;210173;0.0028699999999999997;0.532;0.767;7;0.39;1;0.0574;127.361;4;0.755
Pour Some Sugar On Me - Remastered 2017;75;267306;0.0021100000000000003;0.267;0.953;1;0.28300000000000003;0;0.096;8.498.899.999.999.990;4;0.568
Jump - 2015 Remastered Version;78;241599;0.171;0.5720000000000001;0.835;0;0.0702;1;0.0317;129.994;4;0.7959999999999999
Another One Bites The Dust - Remastered 2011;74;214653;0.115;0.951;0.53;5;0.17;0;0.17800000000000002;109.979;4;0.6990000000000001
Livin' On A Prayer;63;250626;0.0665;0.52;0.887;0;0.18600000000000003;1;0.0349;12.252.799.999.999.900;4;0.7929999999999999
Should I Stay or Should I Go - Remastered;79;188986;0.079;0.742;0.833;2;0.384;1;0.115;113.375;4;0.816
Dancing With Myself;66;359733;0.0157;0.51;0.696;4;0.297;1;0.0802;176.567;4;0.905
Every Breath You Take - Remastered 2003;75;253886;0.56;0.813;0.46;1;0.0724;1;0.0346;117.387;4;0.7290000000000001
Let's Dance - 1999 Remastered Version;71;457133;0.0038799999999999998;0.619;0.703;10;0.163;0;0.0525;11.504.299.999.999.900;4;0.7090000000000001
Free Fallin';73;256000;0.21899999999999997;0.63;0.449;5;0.0622;1;0.0252;8.437.799.999.999.990;4;0.623
With Or Without You - Remastered;70;295515;0.000207;0.5429999999999999;0.43200000000000005;2;0.146;1;0.0288;110.196;4;0.107
Need You Tonight;65;180517;0.0713;0.8009999999999999;0.723;10;0.0675;0;0.0689;109.03;4;0.883
Any Way You Want It;66;201866;0.000312;0.519;0.934;7;0.13699999999999998;1;0.0471;138.162;4;0.586
I Was Made For Lovin' You;36;271240;0.213;0.768;0.852;4;0.0723;1;0.038;128.374;4;0.867
Dude (Looks Like A Lady);69;265773;0.41700000000000004;0.537;0.978;4;0.0374;0;0.0442;12.634.299.999.999.900;4;0.9309999999999999
When Doves Cry;70;352906;0.0102;0.7290000000000001;0.9890000000000001;9;0.44299999999999995;0;0.049;126.47;4;0.84
Born in the U.S.A.;73;278680;0.000373;0.39799999999999996;0.9520000000000001;4;0.1;1;0.061;12.209.299.999.999.900;4;0.584
Rock You Like A Hurricane;66;252493;0.00853;0.48200000000000004;0.601;7;0.249;1;0.0486;125.619;4;0.774
Every Rose Has Its Thorn - Remastered 2003;71;260173;0.16;0.5329999999999999;0.637;6;0.369;1;0.0323;140.167;4;0.292
